title,type,year,choreographer,aka,akac,label
Ka'its Ka'its,Partner,1990,Sefi Aviv,Kaits Kaits,Sefi Aviv,Ka'its Ka'its
Kal Al Adib,Partner,1900, ,Kal Al Adib, ,Kal Al Adib
Kala,Partner,2012,Gila Paz,Kala,Gila Paz,Kala
Kala Teimaniya,Partner,1996,Avner Naim,Kala Teimaniya,Avner Naim,Kala Teimaniya
Kalam Fadi,Circle,2016,Eli Segal,Kalam Fadi,Eli Segal,Kalam Fadi
Kalanit,Circle,1979,David Edery,Kalanit,David Edery,Kalanit
Kalaniyot,Circle,2008,Israel Shiker,Kalaniyot,Israel Shiker,Kalaniyot
Kaliente Tambores,Line,2003,Eyal Eliyahu,Kaliente Tambores,Eyal Eliyahu,Kaliente Tambores
Kalu Raglayim (Hi Nirkoda),Partner,1958,Tamar Alyagor,Kalu Raglayim Hi Nirkoda,Tamar Alyagor,Kalu Raglayim (Hi Nirkoda)
Kama,Circle,2010,Eyal Ozeri,Kama,Eyal Ozeri,Kama
Kama Ahava Yesh Baneshama,Partner,2011,Oren Ashkenazi,Kama Ahava Yesh Baneshama,Oren Ashkenazi,Kama Ahava Yesh Baneshama
Kama Ahava Yesh Be'einayich (Laila Mechushaf),Circle,2009,Israel Shiker,Kama Ahava Yesh Beeinayich Laila Mechushaf,Israel Shiker,Kama Ahava Yesh Be'einayich (Laila Mechushaf)
Kama Ahavah,Partner,1997,Gadi Bitton,Kama Ahavah,Gadi Bitton,Kama Ahavah
Kama Ahavnu,Circle,2017,Israel Shiker,Kama Ahavnu,Israel Shiker,Kama Ahavnu (Circle)
Kama Ahavnu,Partner,2019,Chana Shuvaly,Kama Ahavnu,Chana Shuvaly,Kama Ahavnu (Partner)
Kama At Yafa,Circle,2013,Dana Monet,Kama At Yafa,Dana Monet,Kama At Yafa (Circle)
Kama At Yafa,Partner,2000,Gadi Bitton,Kama At Yafa,Gadi Bitton,"Kama At Yafa (Partner, Gadi Bitton)"
Kama At Yafa,Partner,2012,Yaron Malihi,Kama At Yafa,Yaron Malihi,"Kama At Yafa (Partner, Yaron Malihi)"
Kama At Yafa Ksheat Tsocheket,Circle,2011,Nurit Melamed,Kama At Yafa Ksheat Tsocheket,Nurit Melamed,Kama At Yafa Ksheat Tsocheket
Kama At Yoda'at,Partner,2001,Oren Shmuel,Kama At Yodaat,Oren Shmuel,Kama At Yoda'at
Kama Chaser,Partner,2009,Yaron Ben Simhon,Kama Chaser,Yaron Ben Simhon,Kama Chaser
Kama Dmaot,Circle,2007,Shlomo Maman,Kama Dmaot,Shlomo Maman,Kama Dmaot
Kama Esh,Circle,2011,Yuval Tabashi,Kama Esh,Yuval Tabashi,Kama Esh
Kama Manginot,Circle,2019,Eran Bitton,Kama Manginot,Eran Bitton,Kama Manginot
Kama Mazal,Circle,2006,Rafi Ziv,Kama Mazal,Rafi Ziv,Kama Mazal
Kama Milim,Partner,2011,Shlomo Maman,Kama Milim,Shlomo Maman,Kama Milim
Kama Od Drachim,Partner,2012,Sagi Azran; Sharon Elkaslassy,Kama Od Drachim,Sagi Azran Sharon Elkaslassy,Kama Od Drachim
Kama Od Efshar,Partner,2007,Shlomo Maman,Kama Od Efshar,Shlomo Maman,Kama Od Efshar
Kama Sutra (Yemei Haperch Veahava),Partner,2002,Rafi Ziv,Kama Sutra Yemei Haperch Veahava,Rafi Ziv,Kama Sutra (Yemei Haperch Veahava)
Kama Tov,Partner,1995,Amnon Amram,Kama Tov,Amnon Amram,Kama Tov
Kama Tov Babait,Line;Kids,2017,Rotem Shmueli,Kama Tov Babait,Rotem Shmueli,Kama Tov Babait
Kama Tov Bishnayim (Halaila),Partner,2002,Gadi Bitton,Kama Tov Bishnayim Halaila,Gadi Bitton,Kama Tov Bishnayim (Halaila)
Kama Tov Lashir,Circle,2002,Amnon Sha'uli,Kama Tov Lashir,Amnon Shauli,Kama Tov Lashir
Kama Tov Shebat,Partner,2008,Yaron Ben Simhon,Kama Tov Shebat,Yaron Ben Simhon,Kama Tov Shebat
Kama Tov Shenifgashnu,Circle,2012,Kobi Michaeli,Kama Tov Shenifgashnu,Kobi Michaeli,Kama Tov Shenifgashnu
Kama Yafim,Circle,2019,Mitch Ginsburgh,Kama Yafim,Mitch Ginsburgh,Kama Yafim
Kama Yofi,Partner,2016,Eran Bitton,Kama Yofi,Eran Bitton,Kama Yofi
Kama Zman,Partner,2011,Eyal Ozeri,Kama Zman,Eyal Ozeri,Kama Zman
Kamanjeh,Circle,1990,Roni Siman Tov,Kamanjeh,Roni Siman Tov,Kamanjeh
Kamea,Partner,2007,Shmulik Gov Ari,Kamea,Shmulik Gov Ari,Kamea
Kan Badarom,Partner,1974,Motti Elfasy,Kan Badarom,Motti Elfasy,Kan Badarom
Kan Beyti,Circle,1991,Moshe Telem,Kan Beyti,Moshe Telem,Kan Beyti
Kan Habayit,Partner,2010,Nona Malki,Kan Habayit,Nona Malki,Kan Habayit
Kanfey Ruach (Al Kanfey Ruach),Circle,2017,Yaron Elfasy,Kanfey Ruach Al Kanfey Ruach,Yaron Elfasy,Kanfey Ruach (Al Kanfey Ruach)
Kanibal,Line,2001, ,Kanibal, ,Kanibal
Kanireh,Circle,2009,Yaron Ben Simhon,Kanireh,Yaron Ben Simhon,Kanireh
Kanta Maninia,Partner,2003,Rafi Ziv,Kanta Maninia,Rafi Ziv,Kanta Maninia
Kapaim,Circle,1996,Avner Naim,Kapaim,Avner Naim,Kapaim
Kapayim,Circle,1996,Benny Levy,Kapayim,Benny Levy,Kapayim
Kapenu Nisa El Marom,,1992,Tzvi Fridhaber,Kapenu Nisa El Marom,Tzvi Fridhaber,Kapenu Nisa El Marom
Kapuera,Line,2001, ,Kapuera, ,Kapuera
Kar Sham Bachuts,Partner,2008,Moshe Tawily,Kar Sham Bachuts,Moshe Tawily,Kar Sham Bachuts
Karah Zeh Rak Hapa'am,Partner,1996,Avi Perez,Karah Zeh Rak Hapaam,Avi Perez,Karah Zeh Rak Hapa'am
Karambuli,,1969,Folk,Karambuli,Folk,Karambuli
Karev Yom,Line,1900,Yo'av Ashriel,Karev Yom,Yoav Ashriel,Karev Yom
Karir Yaldati,Partner,1984, ,Karir Yaldati, ,Karir Yaldati
Karmiel Rokedet,Circle,2003,Shlomo Maman,Karmiel Rokedet,Shlomo Maman,Karmiel Rokedet
Karnaval Ba'Nachal,Circle,2008,Israel Shiker,Karnaval BaNachal,Israel Shiker,Karnaval Ba'Nachal
Karolina,Partner,2003,Ya'ir Harel,Karolina,Yair Harel,Karolina
Karov,Partner,2019,Victor Gabbay,Karov,Victor Gabbay,Karov
Karov Elaich,Partner,2009,Yossi Azani,Karov Elaich,Yossi Azani,Karov Elaich
Karov Elayich,Partner,2017,Israel Shiker,Karov Elayich,Israel Shiker,Karov Elayich
Karov Et Libech,Partner,2009,Jeremy Abrams; Shir Sternberg,Karov Et Libech,Jeremy Abrams Shir Sternberg,Karov Et Libech
Karov Lalev,Partner,2009,Oren Shmuel,Karov Lalev,Oren Shmuel,Karov Lalev
Karov Lanechamah,Partner,1991,Sefi Aviv,Karov Lanechamah,Sefi Aviv,"Karov Lanechamah (Partner, Sefi Aviv)"
Karov Lanechamah,Partner,1992,Naftaly Kadosh,Karov Lanechamah,Naftaly Kadosh,"Karov Lanechamah (Partner, Naftaly Kadosh)"
Kartis Lekivun Echad,Circle,1992,Moshany A. Shemesh,Kartis Lekivun Echad,Moshany A Shemesh,Kartis Lekivun Echad
Kashe Li,Circle,1993,Israel Yakovee,Kashe Li,Israel Yakovee,Kashe Li
Kashkaval,Circle,2010,Rafi Ziv,Kashkaval,Rafi Ziv,Kashkaval
Kashur Elayich,Circle,2009,Meir Shem Tov,Kashur Elayich,Meir Shem Tov,Kashur Elayich
Katavti Lach Michtav,Circle,1999,Ze'ev Benedict,Katavti Lach Michtav,Zeev Benedict,Katavti Lach Michtav
Katonti,Circle,2013,Oren Ashkenazi,Katonti,Oren Ashkenazi,Katonti
Katsefet Im Tut,Circle,2017,Sophie Sumner,Katsefet Im Tut,Sophie Sumner,Katsefet Im Tut
Kav Haahava,Circle,2017,Dov Orbach,Kav Haahava,Dov Orbach,Kav Haahava
Kav Hahatchala,Circle,1997,Benny Levy,Kav Hahatchala,Benny Levy,Kav Hahatchala
Kav Hatefer,Circle,2006,Shmulik Gov Ari,Kav Hatefer,Shmulik Gov Ari,Kav Hatefer
Kavim,Partner,2012,Sagi Azran,Kavim,Sagi Azran,Kavim
Kayits,Partner,2016,Naftaly Kadosh,Kayits,Naftaly Kadosh,Kayits
Kayits Al Ha’ir (Kayits Ehad Shel Osher),Partner,1984,Roni Siman Tov,Kayits Al Hair Kayits Ehad Shel Osher,Roni Siman Tov,Kayits Al Ha’ir (Kayits Ehad Shel Osher)
Kayits Israeli,Circle,2011,Eli Segal,Kayits Israeli,Eli Segal,Kayits Israeli
Kchi Et Libi,Partner,2015,Yaron Malihi,Kchi Et Libi,Yaron Malihi,Kchi Et Libi
Kchi Lach,Circle,2019,Michael Barzelai; Ariela Grisario,Kchi Lach,Michael Barzelai Ariela Grisario,Kchi Lach
Kchi Oti,Circle,2007,Rafi Ziv,Kchi Oti,Rafi Ziv,Kchi Oti (Circle)
Kchi Oti,Partner,2004,Yaron Malihi,Kchi Oti,Yaron Malihi,"Kchi Oti (Partner, Yaron Malihi)"
Kchi Oti,Partner,2008,Gadi Bitton,Kchi Oti,Gadi Bitton,"Kchi Oti (Partner, Gadi Bitton)"
Kchi Oto,Partner,2000,Meir Shem Tov,Kchi Oto,Meir Shem Tov,Kchi Oto
Ke Me Kieras,Line,2008,Carina Saslavsky,Ke Me Kieras,Carina Saslavsky,Ke Me Kieras
Ke'agadat Rivka,Circle,1954,Shmuel (Vicki) Cohen,Keagadat Rivka,Shmuel Vicki Cohen,Ke'agadat Rivka
Kearot Shel Ahava,Circle,2018,Nurit Melamed,Kearot Shel Ahava,Nurit Melamed,Kearot Shel Ahava
Ke'ayal Te'erog,Circle,2011,Dan; Marieke Assouline,Keayal Teerog,Dan Marieke Assouline,Ke'ayal Te'erog
Kecholmim Niheye,Circle,2005,Avner Naim,Kecholmim Niheye,Avner Naim,Kecholmim Niheye
Kechula Kachalom,Partner,1996,Victor Gabbay,Kechula Kachalom,Victor Gabbay,Kechula Kachalom
Kedai Lo,Partner,1998,Itzik Lezebnic,Kedai Lo,Itzik Lezebnic,Kedai Lo
Kedat Moshe Ve'Israel,Partner,2012,Kobi Michaeli,Kedat Moshe VeIsrael,Kobi Michaeli,Kedat Moshe Ve'Israel
Ke'ev Rosh,Circle,1995,Moshiko Halevy,Keev Rosh,Moshiko Halevy,Ke'ev Rosh
Keff Temani,Circle,2007,Rafi Ziv,Keff Temani,Rafi Ziv,Keff Temani (Circle)
Keff Temani,Partner,1992,Benny Levy,Keff Temani,Benny Levy,Keff Temani (Partner)
Ke'ilu Sof,Partner,1991,Avi Perez,Keilu Sof,Avi Perez,Ke'ilu Sof
Keitsat Merakdin,Circle,2012,Rafi Ziv,Keitsat Merakdin,Rafi Ziv,Keitsat Merakdin
Keivan She'ein Lada'at,Partner,1991,Avi Perez,Keivan Sheein Ladaat,Avi Perez,"Keivan She'ein Lada'at (Partner, Avi Perez)"
Keivan She'ein Lada'at,Partner,1900,Sefi Aviv,Keivan Sheein Ladaat,Sefi Aviv,"Keivan She'ein Lada'at (Partner, Sefi Aviv)"
Kelim Shluvim,Partner,2006,Barry Avidan,Kelim Shluvim,Barry Avidan,Kelim Shluvim
Ken Achshav,Circle,2014,Nona Malki,Ken Achshav,Nona Malki,Ken Achshav
Ken Bakodesh,Circle,1976,David Ben Naim,Ken Bakodesh,David Ben Naim,Ken Bakodesh
Ken Ken (Imri Hapa'am Ken),Partner,1986,David Ben Naim,Ken Ken Imri Hapaam Ken,David Ben Naim,Ken Ken (Imri Hapa'am Ken)
Ken Ken At Yafa (At Yafa),Circle,2002,Gadi Bitton,Ken Ken At Yafa At Yafa,Gadi Bitton,Ken Ken At Yafa (At Yafa)
Ken Latsipor,,1981,Yo'av Ashriel,Ken Latsipor,Yoav Ashriel,Ken Latsipor
Ken Shel Ahava,Partner,1999,Shmulik Gov Ari,Ken Shel Ahava,Shmulik Gov Ari,Ken Shel Ahava (Partner)
Ken Shel Ahava,U,1900,Moshany A. Shemesh,Ken Shel Ahava,Moshany A Shemesh,Ken Shel Ahava (U)
Ken Yovdu,Circle,1948,Gurit Kadman,Ken Yovdu,Gurit Kadman,"Ken Yovdu (Circle, Gurit Kadman)"
Ken Yovdu,Circle,1948,Sara Levi Tanai,Ken Yovdu,Sara Levi Tanai,"Ken Yovdu (Circle, Sara Levi Tanai)"
Kerachem Av Al Banim,Circle,2011,Shmulik Gov Ari,Kerachem Av Al Banim,Shmulik Gov Ari,Kerachem Av Al Banim
Kerem Teyman,Partner,1900, ,Kerem Teyman, ,Kerem Teyman
Keren Or,Circle,2016,Gadi Bitton,Keren Or,Gadi Bitton,"Keren Or (Circle, Gadi Bitton)"
Keren Or,Circle,1900,Shlomo Bachar,Keren Or,Shlomo Bachar,"Keren Or (Circle, Shlomo Bachar)"
Keren Or (Keren Or Chama),Partner,1982,Dani Dassa,Keren Or Keren Or Chama,Dani Dassa,Keren Or (Keren Or Chama)
Keren Or Ktana,Circle,2009,Shlomo Maman,Keren Or Ktana,Shlomo Maman,Keren Or Ktana
Keren Rishona,Partner,2018,Tuvia Tishler,Keren Rishona,Tuvia Tishler,Keren Rishona
Keren Shachar (Keren Ya'ar),Circle,1999,Shlomo Maman,Keren Shachar Keren Yaar,Shlomo Maman,Keren Shachar (Keren Ya'ar) (Circle)
Keren Shachar (Keren Ya'ar),Partner,1989,Shlomo Bachar,Keren Shachar Keren Yaar,Shlomo Bachar,Keren Shachar (Keren Ya'ar) (Partner)
Keren Shemesh (Alni Bat Almavet),Circle,1993,Shmulik Gov Ari,Keren Shemesh Alni Bat Almavet,Shmulik Gov Ari,Keren Shemesh (Alni Bat Almavet)
Kereshme,Circle,2001,Avi Palvari,Kereshme,Avi Palvari,Kereshme
Kerido (Corrido),Partner,2008,Naftaly Kadosh,Kerido Corrido,Naftaly Kadosh,Kerido (Corrido)
Kesef,Circle,2010,Eli Segal,Kesef,Eli Segal,Kesef
Kesem Al Yam Kineret,Partner,1987,Shlomo Bachar,Kesem Al Yam Kineret,Shlomo Bachar,Kesem Al Yam Kineret
Kesem Chalili (Kol Lashalom),Circle,2003,Oren Shmuel,Kesem Chalili Kol Lashalom,Oren Shmuel,Kesem Chalili (Kol Lashalom)
Kesem Hanshama,Circle,2020,Sima Shaul,Kesem Hanshama,Sima Shaul,Kesem Hanshama
Kesheat Lo Leyadi,Circle,1900,Nurit Melamed,Kesheat Lo Leyadi,Nurit Melamed,Kesheat Lo Leyadi
Keshemaritsa Medaberet,Partner,1991,Yaron Elfasy,Keshemaritsa Medaberet,Yaron Elfasy,Keshemaritsa Medaberet
Keshenavo (Shekshenavo),Circle,1986,Avi Perez,Keshenavo Shekshenavo,Avi Perez,Keshenavo (Shekshenavo)
Keshet Ashuv,Partner,2008,Gila Paz,Keshet Ashuv,Gila Paz,Keshet Ashuv
Keshetachzeri,Partner,2009,Avi Perez,Keshetachzeri,Avi Perez,Keshetachzeri
Keshetigdal,Circle,2015,Eli Segal,Keshetigdal,Eli Segal,Keshetigdal
Keshoshana Bein Hachochim,Partner,1960,Yankale Levy,Keshoshana Bein Hachochim,Yankale Levy,Keshoshana Bein Hachochim
"Kesi Keno (Que Si, Que No)",Line,2000,Patya Perez,Kesi Keno Que Si Que No,Patya Perez,"Kesi Keno (Que Si, Que No)"
Kessem Hamizrach,Partner,1985,Sefi Aviv,Kessem Hamizrach,Sefi Aviv,Kessem Hamizrach
Kessem Kalanit La'ad,Partner,1991,Barry Avidan,Kessem Kalanit Laad,Barry Avidan,Kessem Kalanit La'ad
Kessem Midbari,Circle,2000,Avi Levy,Kessem Midbari,Avi Levy,Kessem Midbari
Kessem Shel Yam Kineret,Circle,1992,Shmulik Gov Ari,Kessem Shel Yam Kineret,Shmulik Gov Ari,Kessem Shel Yam Kineret (Circle)
Kessem Shel Yam Kineret,,1992,David Swissa,Kessem Shel Yam Kineret,David Swissa,Kessem Shel Yam Kineret (0)
Kessem Shir,Circle,1988,Uri Grafit,Kessem Shir,Uri Grafit,Kessem Shir
Kessem Temani,Partner,2006,Avner Naim,Kessem Temani,Avner Naim,Kessem Temani
Ketem Hapri,Circle,1991,Chayim Shiryon,Ketem Hapri,Chayim Shiryon,Ketem Hapri (Circle)
Ketem Hapri,Line,1991,Dede Luski,Ketem Hapri,Dede Luski,Ketem Hapri (Line)
Ketsev Hachayim,Partner,2004,Sagi Azran,Ketsev Hachayim,Sagi Azran,Ketsev Hachayim
Ketsev Hadarbuka,Circle,2018,Tamir Scherzer,Ketsev Hadarbuka,Tamir Scherzer,Ketsev Hadarbuka
Kfar Beteman,Partner,1976,Dani Dassa,Kfar Beteman,Dani Dassa,Kfar Beteman
Kfar Todra,Circle,2001,Avi Perez,Kfar Todra,Avi Perez,Kfar Todra
Ki Avad Asher Avar,Circle,1985,Itzik Sa'ada,Ki Avad Asher Avar,Itzik Saada,Ki Avad Asher Avar
Ki Besimcha Tetse'u,Circle,1900,American,Ki Besimcha Tetseu,American,Ki Besimcha Tetse'u
Ki Besimcha Tetseun,Circle,2008,Avner Naim,Ki Besimcha Tetseun,Avner Naim,Ki Besimcha Tetseun
Ki Cholat Ahava,Partner,2010,Shlomo Maman,Ki Cholat Ahava,Shlomo Maman,Ki Cholat Ahava
Ki El Aser Telchi,Partner,1999,Eli Ronen,Ki El Aser Telchi,Eli Ronen,Ki El Aser Telchi
Ki Eleicha (Anim Zmirot),PartnerCircle,2007,Connie L. Katz,Ki Eleicha Anim Zmirot,Connie L Katz,Ki Eleicha (Anim Zmirot)
Ki Eshmera,Circle,1971,Shlomo Bachar,Ki Eshmera,Shlomo Bachar,Ki Eshmera
Ki Eshmera Shabbat,Circle,1986,Shlomo Maman,Ki Eshmera Shabbat,Shlomo Maman,"Ki Eshmera Shabbat (Circle, Shlomo Maman)"
Ki Eshmera Shabbat,Circle,1900,Moshiko Halevy,Ki Eshmera Shabbat,Moshiko Halevy,"Ki Eshmera Shabbat (Circle, Moshiko Halevy)"
Ki Hirbeita,Circle,2010,Nurit Melamed,Ki Hirbeita,Nurit Melamed,Ki Hirbeita
Ki Hivshilu Eshkolot,Circle,1968,Moshiko Halevy,Ki Hivshilu Eshkolot,Moshiko Halevy,Ki Hivshilu Eshkolot
Ki Ki Ri Bu,,2007, ,Ki Ki Ri Bu, ,Ki Ki Ri Bu
Ki Lecha,Circle,1997,Moshe Telem,Ki Lecha,Moshe Telem,Ki Lecha
Ki Leolam Chasdo,Circle,2008,Avner Naim,Ki Leolam Chasdo,Avner Naim,Ki Leolam Chasdo
Ki Mi Tsiyon,Circle,1967,Rivka Sturman,Ki Mi Tsiyon,Rivka Sturman,Ki Mi Tsiyon
Ki Rav Lehoshi'a,Circle,1979,Shlomo Bachar,Ki Rav Lehoshia,Shlomo Bachar,Ki Rav Lehoshi'a (Circle)
Ki Rav Lehoshi'a,Partner,1978,Eli Ronen,Ki Rav Lehoshia,Eli Ronen,Ki Rav Lehoshi'a (Partner)
Ki Tavo'u El Ha'arets,Line,1958,Rivka Sturman,Ki Tavou El Haarets,Rivka Sturman,Ki Tavo'u El Ha'arets (Line)
Ki Tavo'u El Ha'arets,Partner;Line,1978,Dani Dassa,Ki Tavou El Haarets,Dani Dassa,Ki Tavo'u El Ha'arets (Partner;Line)
Ki Tavo'u El Ha'arets,Partner;Mixer,1958,Sara Levi Tanai,Ki Tavou El Haarets,Sara Levi Tanai,Ki Tavo'u El Ha'arets (Partner;Mixer)
Ki Tinam,Partner,1954,Tamar Alyagor,Ki Tinam,Tamar Alyagor,Ki Tinam
Ki Yadata,Circle,2019,Avner Naim,Ki Yadata,Avner Naim,Ki Yadata
Kichlot Yeyni,,1977, ,Kichlot Yeyni, ,Kichlot Yeyni
Kikar Hamedina ( Kikar Hamedinah),Circle,2018,Andre Luiz Schor,Kikar Hamedina  Kikar Hamedinah,Andre Luiz Schor,Kikar Hamedina ( Kikar Hamedinah)
Kimat Kvar Noge'a,Circle,2014,Gadi Bitton,Kimat Kvar Nogea,Gadi Bitton,Kimat Kvar Noge'a
Kimat Shehitragalti,Circle,2016,Elad Shtamer,Kimat Shehitragalti,Elad Shtamer,Kimat Shehitragalti
Kim'at Shir Ahava,Partner,2013,Yaron Ben Simhon,Kimat Shir Ahava,Yaron Ben Simhon,Kim'at Shir Ahava
Kimbala,Line,2001, ,Kimbala, ,Kimbala
Kimbara (Quimbara),Line,2004,Alberto Zirlinger; Ariadna Faerstein,Kimbara Quimbara,Alberto Zirlinger Ariadna Faerstein,Kimbara (Quimbara)
Kinah,Circle,1993, ,Kinah, ,Kinah
Kineret,Circle,1984,Moshiko Halevy,Kineret,Moshiko Halevy,Kineret
Kineret Acheret,Circle,2014,Israel Shiker,Kineret Acheret,Israel Shiker,Kineret Acheret
Kineret Sheli (Neara Veshema Kineret),Partner,1996,Yoni Carr,Kineret Sheli Neara Veshema Kineret,Yoni Carr,Kineret Sheli (Neara Veshema Kineret)
Kinor David,Circle,1973,Fredie Cohen,Kinor David,Fredie Cohen,Kinor David
Kinori,Circle,2015,Mali Lipson; Moshe,Kinori,Mali Lipson Moshe,Kinori
Kino's Dance,Circle,2006,Israel Yakovee,Kinos Dance,Israel Yakovee,Kino's Dance
Kintot Hayom,Circle,2007,Mali Lipson; Moshe,Kintot Hayom,Mali Lipson Moshe,Kintot Hayom
Kirya,Circle,1969,Dani Dassa,Kirya,Dani Dassa,Kirya
Kirya Yefefiya,Circle,2015,Israel Shiker,Kirya Yefefiya,Israel Shiker,"Kirya Yefefiya (Circle, Israel Shiker)"
Kirya Yefefiya,Circle,1970,Moshiko Halevy,Kirya Yefefiya,Moshiko Halevy,"Kirya Yefefiya (Circle, Moshiko Halevy)"
Kirya Yefefiya,Partner,1978,Yankale Levy,Kirya Yefefiya,Yankale Levy,"Kirya Yefefiya (Partner, Yankale Levy)"
Kirya Yefefiya,Partner,1992,Sefi Aviv,Kirya Yefefiya,Sefi Aviv,"Kirya Yefefiya (Partner, Sefi Aviv)"
Kishe'ani Mitahev,Partner,2012,Mishel Cohen; Gil,Kisheani Mitahev,Mishel Cohen Gil,Kishe'ani Mitahev
Kishlomo Et Shulamit,Partner,1900,Tzvi Fridhaber,Kishlomo Et Shulamit,Tzvi Fridhaber,Kishlomo Et Shulamit
Kismei Hadarbuka,Circle,2005,Eli Segal,Kismei Hadarbuka,Eli Segal,Kismei Hadarbuka
Kismei Shaul (Shaul Veba'alat Ha'ov),Circle,1982,Yankale Levy,Kismei Shaul Shaul Vebaalat Haov,Yankale Levy,Kismei Shaul (Shaul Veba'alat Ha'ov)
Kiss Kiss,Line,2003,Tzipi Cohen,Kiss Kiss,Tzipi Cohen,Kiss Kiss
Kissufim,Circle,1971,Shlomo Bachar,Kissufim,Shlomo Bachar,Kissufim (Circle)
Kissufim,PartnerCircle,1960,Moshiko Halevy,Kissufim,Moshiko Halevy,Kissufim (PartnerCircle)
Kivsahti,Circle,1989,Shlomo Bachar,Kivsahti,Shlomo Bachar,Kivsahti
Kivun Acher,Circle,2014,Daniel Valensi,Kivun Acher,Daniel Valensi,Kivun Acher (Circle)
Kivun Acher,Partner,2007,Shlomo Maman,Kivun Acher,Shlomo Maman,Kivun Acher (Partner)
Kleizmer,Circle,1970,Yo'av Ashriel,Kleizmer,Yoav Ashriel,Kleizmer
Klik (Haklik),Circle,2001,Israel Shiker,Klik Haklik,Israel Shiker,Klik (Haklik)
Klilat Hod,Partner,1982,Israel Yakovee,Klilat Hod,Israel Yakovee,Klilat Hod
Klum Lo Ozer Li,Line,2013,Oren Ashkenazi,Klum Lo Ozer Li,Oren Ashkenazi,Klum Lo Ozer Li
Klum Lo Shaveh Biladayich,Partner,2014,Yaron Malihi,Klum Lo Shaveh Biladayich,Yaron Malihi,Klum Lo Shaveh Biladayich
Klum Lo Ya'atsor,Partner,2000,Moshe Eskayo,Klum Lo Yaatsor,Moshe Eskayo,Klum Lo Ya'atsor
Kmo Achshav,Circle,2014,Yaron Ben Simhon,Kmo Achshav,Yaron Ben Simhon,Kmo Achshav
Kmo Az,Partner,1993,Rafi Ziv,Kmo Az,Rafi Ziv,Kmo Az
Kmo Balada,Circle,2002,Israel Shiker,Kmo Balada,Israel Shiker,Kmo Balada (Circle)
Kmo Balada,Partner,1985,Israel Shiker,Kmo Balada,Israel Shiker,Kmo Balada (Partner)
Kmo BeRio,Line,2016,Dudu Barzilay,Kmo BeRio,Dudu Barzilay,Kmo BeRio (Line)
Kmo BeRio,Line;Kids,2016,Levi Bar Gil,Kmo BeRio,Levi Bar Gil,Kmo BeRio (Line;Kids)
Kmo Chalom,Circle,2010,Edo Israely,Kmo Chalom,Edo Israely,Kmo Chalom
Kmo Dag (Ani Kmo Dag),Circle,1999,Benny Levy,Kmo Dag Ani Kmo Dag,Benny Levy,Kmo Dag (Ani Kmo Dag) (Circle)
Kmo Dag (Ani Kmo Dag),Partner,2005,Tibi,Kmo Dag Ani Kmo Dag,Tibi,Kmo Dag (Ani Kmo Dag) (Partner)
Kmo Galgal (Shir Ahava),Partner,1998,Oren Halaly,Kmo Galgal Shir Ahava,Oren Halaly,Kmo Galgal (Shir Ahava)
Kmo Hagalim (Ein Davar),Circle,2002,Ya'ir Harel,Kmo Hagalim Ein Davar,Yair Harel,Kmo Hagalim (Ein Davar)
Kmo Haruach (Lifamim),Circle,2006,Shlomo Maman,Kmo Haruach Lifamim,Shlomo Maman,Kmo Haruach (Lifamim)
Kmo Hasheket,Partner,2007,Naftaly Kadosh,Kmo Hasheket,Naftaly Kadosh,Kmo Hasheket
Kmo Kfafa,Circle,2007,Meir Shem Tov,Kmo Kfafa,Meir Shem Tov,Kmo Kfafa
Kmo Kol Yom,Partner,2015,Gadi Bitton,Kmo Kol Yom,Gadi Bitton,Kmo Kol Yom
Kmo Lise'ara,Partner,1994,Avi Perez,Kmo Liseara,Avi Perez,Kmo Lise'ara
Kmo Mayim,Partner,2014,Gadi Bitton,Kmo Mayim,Gadi Bitton,Kmo Mayim
Kmo Me'Esh,Partner,2013,Ilan Benedict,Kmo MeEsh,Ilan Benedict,Kmo Me'Esh
Kmo Pa'am,Partner,2015,Mali Lipson; Moshe,Kmo Paam,Mali Lipson Moshe,Kmo Pa'am
Kmo Shalechet,Partner,2019,Gary Rom; Chaim Vaaknin,Kmo Shalechet,Gary Rom Chaim Vaaknin,Kmo Shalechet
Kmo She'ani Ohev Otach,Partner,2009,Yaron Ben Simhon,Kmo Sheani Ohev Otach,Yaron Ben Simhon,Kmo She'ani Ohev Otach
Kmo She'at,Partner,1988,Chayim Shiryon,Kmo Sheat,Chayim Shiryon,"Kmo She'at (Partner, Chayim Shiryon)"
Kmo She'at,Partner,1987,Eli Ronen,Kmo Sheat,Eli Ronen,"Kmo She'at (Partner, Eli Ronen)"
Kmo She'ata Ohev,Partner,2009,Nona Malki,Kmo Sheata Ohev,Nona Malki,Kmo She'ata Ohev
Kmo She'ata Yode'a,Partner,2011,Yom Tov Ochayon,Kmo Sheata Yodea,Yom Tov Ochayon,Kmo She'ata Yode'a
Kmo Shebateva,Circle,2007,Ohad Atia,Kmo Shebateva,Ohad Atia,Kmo Shebateva
Kmo Shelaila,Partner,2013,Elad Shtamer,Kmo Shelaila,Elad Shtamer,Kmo Shelaila
Kmo Shikor,Circle,2014,Yaron Malihi,Kmo Shikor,Yaron Malihi,Kmo Shikor
Kmo Shnei Zarim,Circle,2003,Yom Tov Ochayon,Kmo Shnei Zarim,Yom Tov Ochayon,Kmo Shnei Zarim
